Position       	Rod_FR_Worth   	Rod_CR_Worth   
5.2880         	19.4400        	81.0640        
5.2890         	19.4450        	81.0920        
5.2900         	19.4500        	81.1200        
5.2910         	19.4550        	81.1480        
5.2920         	19.4600        	81.1760        
5.2930         	19.4650        	81.2040        
5.2940         	19.4700        	81.2320        
5.2950         	19.4750        	81.2600        
5.2960         	19.4800        	81.2880        
5.2970         	19.4850        	81.3160        
5.2980         	19.4900        	81.3440        
5.2990         	19.4950        	81.3720        
5.3000         	19.5000        	81.4000        
5.3010         	19.5050        	81.4280        
5.3020         	19.5100        	81.4560        
5.3030         	19.5150        	81.4840        
5.3040         	19.5200        	81.5120        
5.3050         	19.5250        	81.5400        
5.3060         	19.5300        	81.5680        
5.3070         	19.5350        	81.5960        
5.3080         	19.5400        	81.6240        
5.3090         	19.5450        	81.6520        
5.3100         	19.5500        	81.6800        
5.3110         	19.5550        	81.7080        
5.3120         	19.5600        	81.7360        
5.3130         	19.5650        	81.7640        
5.3140         	19.5700        	81.7920        
5.3150         	19.5750        	81.8200        
5.3160         	19.5800        	81.8480        
5.3170         	19.5850        	81.8760        
5.3180         	19.5900        	81.9040        
5.3190         	19.5950        	81.9320        
5.3200         	19.6000        	81.9600        
5.3210         	19.6050        	81.9880        
5.3220         	19.6100        	82.0160        
5.3230         	19.6150        	82.0440        
5.3240         	19.6200        	82.0720        
5.3250         	19.6250        	82.1000        
5.3260         	19.6300        	82.1280        
5.3270         	19.6350        	82.1560        
5.3280         	19.6400        	82.1840        
5.3290         	19.6450        	82.2120        
5.3300         	19.6500        	82.2400        
5.3310         	19.6550        	82.2680        
5.3320         	19.6600        	82.2960        
5.3330         	19.6650        	82.3240        
5.3340         	19.6700        	82.3520        
5.3350         	19.6750        	82.3800        
5.3360         	19.6800        	82.4080        
5.3370         	19.6850        	82.4360        
5.3380         	19.6900        	82.4640        
5.3390         	19.6950        	82.4920        
5.3400         	19.7000        	82.5200        
5.3410         	19.7050        	82.5480        
5.3420         	19.7100        	82.5760        
5.3430         	19.7150        	82.6040        
5.3440         	19.7200        	82.6320        
5.3450         	19.7250        	82.6600        
5.3460         	19.7300        	82.6880        
5.3470         	19.7350        	82.7160        
5.3480         	19.7400        	82.7440        
5.3490         	19.7450        	82.7720        
5.3500         	19.7500        	82.8000        
5.3510         	19.7550        	82.8280        
5.3520         	19.7600        	82.8560        
5.3530         	19.7650        	82.8840        
5.3540         	19.7700        	82.9120        
5.3550         	19.7750        	82.9400        
5.3560         	19.7800        	82.9680        
5.3570         	19.7850        	82.9960        
5.3580         	19.7900        	83.0240        
5.3590         	19.7950        	83.0520        
5.3600         	19.8000        	83.0800        
5.3610         	19.8050        	83.1080        
5.3620         	19.8100        	83.1360        
5.3630         	19.8150        	83.1640        
5.3640         	19.8200        	83.1920        
5.3650         	19.8250        	83.2200        
5.3660         	19.8300        	83.2480        
5.3670         	19.8350        	83.2760        
5.3680         	19.8400        	83.3040        
5.3690         	19.8450        	83.3320        
5.3700         	19.8500        	83.3600        
5.3710         	19.8550        	83.3880        
5.3720         	19.8600        	83.4160        
5.3730         	19.8650        	83.4440        
5.3740         	19.8700        	83.4720        
5.3750         	19.8750        	83.5000        
5.3760         	19.8800        	83.5280        
5.3770         	19.8850        	83.5560        
5.3780         	19.8900        	83.5840        
5.3790         	19.8950        	83.6120        
5.3800         	19.9000        	83.6400        
5.3810         	19.9050        	83.6680        
5.3820         	19.9100        	83.6960        
5.3830         	19.9150        	83.7240        
5.3840         	19.9200        	83.7520        
5.3850         	19.9250        	83.7800        
5.3860         	19.9300        	83.8080        
5.3870         	19.9350        	83.8360        
5.3880         	19.9400        	83.8640        
5.3890         	19.9450        	83.8920        
5.3900         	19.9500        	83.9200        
5.3910         	19.9550        	83.9480        
5.3920         	19.9600        	83.9760        
5.3930         	19.9650        	84.0040        
5.3940         	19.9700        	84.0320        
5.3950         	19.9750        	84.0600        
5.3960         	19.9800        	84.0880        
5.3970         	19.9850        	84.1160        
5.3980         	19.9900        	84.1440        
5.3990         	19.9950        	84.1720        
5.4000         	20.0000        	84.2000        
5.4010         	20.0050        	84.2280        
5.4020         	20.0100        	84.2560        
5.4030         	20.0150        	84.2840        
5.4040         	20.0200        	84.3120        
5.4050         	20.0250        	84.3400        
5.4060         	20.0300        	84.3680        
5.4070         	20.0350        	84.3960        
5.4080         	20.0400        	84.4240        
5.4090         	20.0450        	84.4520        
5.4100         	20.0500        	84.4800        
5.4110         	20.0550        	84.5080        
5.4120         	20.0600        	84.5360        
5.4130         	20.0650        	84.5640        
5.4140         	20.0700        	84.5920        
5.4150         	20.0750        	84.6200        
5.4160         	20.0800        	84.6480        
5.4170         	20.0850        	84.6760        
5.4180         	20.0900        	84.7040        
5.4190         	20.0950        	84.7320        
5.4200         	20.1000        	84.7600        
5.4210         	20.1050        	84.7880        
5.4220         	20.1100        	84.8160        
5.4230         	20.1150        	84.8440        
5.4240         	20.1200        	84.8720        
5.4250         	20.1250        	84.9000        
5.4260         	20.1300        	84.9280        
5.4270         	20.1350        	84.9560        
5.4280         	20.1400        	84.9840        
5.4290         	20.1450        	85.0120        
5.4300         	20.1500        	85.0400        
5.4310         	20.1550        	85.0680        
5.4320         	20.1600        	85.0960        
5.4330         	20.1650        	85.1240        
5.4340         	20.1700        	85.1520        
5.4350         	20.1750        	85.1800        
5.4360         	20.1800        	85.2080        
5.4370         	20.1850        	85.2360        
5.4380         	20.1900        	85.2640        
5.4390         	20.1950        	85.2920        
5.4400         	20.2000        	85.3200        
5.4410         	20.2050        	85.3480        
5.4420         	20.2100        	85.3760        
5.4430         	20.2150        	85.4040        
5.4440         	20.2200        	85.4320        
5.4450         	20.2250        	85.4600        
5.4460         	20.2300        	85.4880        
5.4470         	20.2350        	85.5160        
5.4480         	20.2400        	85.5440        
5.4490         	20.2450        	85.5720        
